"TargetTime","TT_c","Condition","T_frac_c","TF","emmean","SE","lower.CL","upper.CL"
"10 s",2,"Random",-0.216953159648964,0.144522222222152,-2.41768871877184,0.316129876279635,-3.05331043594313,-1.78206700160056
"10 s",2,"Random",-0.20718464113045,0.154290740740665,-2.42635067689599,0.315554697111692,-3.06081591884034,-1.79188543495163
"10 s",2,"Random",-0.197416122611937,0.164059259259179,-2.43501263502013,0.315172244493557,-3.06870890443732,-1.80131636560294
"10 s",2,"Random",-0.187647604093423,0.173827777777693,-2.44367459314427,0.314983220451727,-3.07699080425293,-1.81035838203561
"10 s",2,"Random",-0.177879085574909,0.183596296296206,-2.45233655126842,0.314987973215419,-3.08566231844895,-1.81901078408788
"10 s",2,"Random",-0.168110567056396,0.19336481481472,-2.46099850939256,0.315186494018627,-3.09472342940013,-1.82727358938499
"10 s",2,"Random",-0.158342048537882,0.203133333333233,-2.4696604675167,0.315578417180788,-3.10417340185644,-1.83514753317697
"10 s",2,"Random",-0.148573530019369,0.212901851851747,-2.47832242564085,0.316163023464303,-3.11401078969374,-1.84263406158795
"10 s",2,"Random",-0.138805011500855,0.222670370370261,-2.48698438376499,0.316939246637314,-3.12423344910921,-1.84973531842077
"10 s",2,"Random",-0.129036492982341,0.232438888888774,-2.49564634188914,0.317905683102941,-3.13483855798218,-1.85645412579609
"10 s",2,"Random",-0.119267974463828,0.242207407407288,-2.50430830001328,0.319060604394287,-3.14582264099703,-1.86279395902953
"10 s",2,"Random",-0.109499455945314,0.251975925925802,-2.51297025813742,0.320401972280023,-3.15718160001499,-1.86875891625985
"10 s",2,"Random",-0.0997309374268004,0.261744444444315,-2.52163221626157,0.321927456180099,-3.16891074909083,-1.87435368343231
"10 s",2,"Random",-0.0899624189082868,0.271512962962829,-2.53029417438571,0.323634452556324,-3.18100485346015,-1.87958349531127
